Product ID,Product Name,Category,Base Price,Base Units Sold,Elasticity,Base Revenue,Market Share (%),Brand Loyalty
116,Lifebuoy Handwash,Personal Care,329.24,278,-1.43,91528.72,9.07,0.84
117,Glow & Lovely,Beauty,366.15,313,-1.25,114604.95,28.74,0.89
118,Axe Body Spray,Beverage,178.93,658,-0.7,117735.94,26.65,0.93
119,Pears Face Wash,Oral Care,37.18,1877,-1.04,69786.86,14.41,0.61
120,Fair & Lovely,Personal Care,164.74,719,-1.72,118448.06,26.05,0.94
121,Sunsilk Shampoo,Oral Care,338.56,259,-1.12,87687.04,15.37,0.76
122,Lux Body Wash,Cleaning,348.59,328,-1.31,114337.52,29.99,0.88
123,Vim Bar,Beauty,398.72,246,-1.46,98085.12,24.22,0.79
124,Pepsodent,Personal Care,69.08,1618,-1.82,111771.44,20.15,0.93
125,Pond's Cream,Personal Care,106.88,947,-1.67,101215.36,20.45,0.84
126,Pond's Cream,Beverage,275.2,352,-1.06,96870.4,24.31,0.78
127,Close Up Toothpaste,Beauty,217.66,491,-1.19,106871.06,18.8,0.9
128,Lifebuoy Handwash,Cleaning,173.32,396,-1.27,68634.72,5.72,0.65
129,Pears Face Wash,Oral Care,306.95,328,-1.19,100679.6,22.6,0.82
130,Vim Bar,Beauty,25.53,3377,-1.47,86214.81,19.75,0.72
131,Vim Bar,Beauty,169.05,566,-1.36,95682.3,27.6,0.75
132,Lux Body Wash,Cleaning,317.79,281,-1.73,89298.99,20.55,0.74
133,Lux Body Wash,Beauty,347.7,291,-1.4,101180.7,8.68,0.93
134,Brooke Bond Tea,Cleaning,118.13,833,-1.14,98402.29,29.5,0.76
135,Surf Excel,Cleaning,207.19,420,-1.32,87019.8,20.84,0.72
136,Pears Face Wash,Personal Care,68.97,1010,-1.52,69659.7,8.8,0.64
137,Sunsilk Shampoo,Beauty,72.75,1235,-1.25,89846.25,9.55,0.82
138,Lux Body Wash,Oral Care,200.11,453,-1.16,90649.83,9.31,0.83
139,Fair & Lovely,Cleaning,93.07,716,-1.46,66638.12,9.22,0.61
140,Sunsilk Shampoo,Beauty,53.71,1388,-1.51,74549.48,16.52,0.64
141,Wheel Detergent,Beverage,98.41,872,-1.02,85813.52,17.59,0.73
142,Axe Body Spray,Laundry,323.78,271,-1.19,87744.38,7.04,0.82
143,Sunsilk Shampoo,Beverage,351.96,278,-0.83,97844.88,6.53,0.92
144,Lakme Lipstick,Beverage,304.34,239,-1.12,72737.26,10.23,0.66
145,Lakme Lipstick,Cleaning,160.78,577,-1.43,92770.06,20.46,0.77
146,TRESemmé Conditioner,Beauty,304.04,223,-1.84,67800.92,11.31,0.61
147,Glow & Lovely,Personal Care,291.07,368,-1.69,107113.76,17.79,0.91
148,TRESemmé Conditioner,Beverage,190.02,462,-0.98,87789.24,11.06,0.79
149,Fair & Lovely,Beauty,122.31,630,-1.61,77055.3,5.5,0.73
150,Axe Body Spray,Laundry,144.45,564,-1.33,81469.8,27.26,0.64
151,Vim Bar,Laundry,245.57,427,-1.37,104858.39,24.73,0.84
152,Axe Body Spray,Beauty,224.1,447,-1.4,100172.7,23.64,0.81
153,Vim Bar,Laundry,184.03,390,-0.92,71771.7,12.09,0.64
154,Brooke Bond Tea,Personal Care,236.9,394,-1.76,93338.6,29.66,0.72
155,Clinic Plus Shampoo,Beauty,250.19,292,-1.49,73055.48,7.54,0.68
156,Lifebuoy Handwash,Personal Care,81.06,927,-1.63,75142.62,12.13,0.67
157,Lux Body Wash,Laundry,85.88,1134,-1.7,97387.92,7.01,0.91
158,Pepsodent,Personal Care,393.3,187,-1.36,73547.1,14.95,0.64
159,Lifebuoy Handwash,Personal Care,388.4,291,-1.64,113024.4,25.43,0.9
160,TRESemmé Conditioner,Beauty,274.08,404,-1.51,110728.32,18.92,0.93
161,Fair & Lovely,Beauty,237.21,367,-1.51,87056.07,24.24,0.7
162,Rin Detergent,Personal Care,181.67,477,-1.7,86656.59,11.06,0.78
163,Hamam Soap,Beverage,63.64,1428,-1.23,90877.92,12.22,0.81
164,Pepsodent,Oral Care,202.83,414,-1.05,83971.62,6.3,0.79
165,Sunsilk Shampoo,Beauty,147.91,468,-1.52,69221.88,6.58,0.65
166,Lifebuoy Handwash,Personal Care,278.97,374,-1.35,104334.78,19.89,0.87
167,TRESemmé Conditioner,Personal Care,199.2,422,-1.47,84062.4,13.72,0.74
168,Surf Excel,Personal Care,88.87,862,-1.48,76605.94,23.53,0.62
169,Hamam Soap,Beverage,238.3,405,-1.12,96511.5,8.49,0.89
170,Vim Bar,Beverage,82.19,1007,-0.88,82765.33,25.36,0.66
171,Brooke Bond Tea,Cleaning,272.77,326,-1.35,88923.02,13.97,0.78
172,Clinic Plus Shampoo,Beauty,330.31,260,-1.21,85880.6,14.42,0.75
173,Clinic Plus Shampoo,Oral Care,195.82,448,-1.42,87727.36,23.69,0.71
174,Surf Excel,Beverage,361.84,239,-1,86479.76,18.59,0.73
175,Axe Body Spray,Beauty,364.46,243,-1.37,88563.78,7.92,0.82
176,Surf Excel,Personal Care,147.26,551,-1.39,81140.26,24.85,0.65
177,Pond's Cream,Laundry,255.63,394,-1.3,100718.22,27.35,0.79
178,Lakme Lipstick,Laundry,138.45,616,-1.12,85285.2,23.6,0.69
179,Pond's Cream,Beverage,32.74,3031,-1.07,99234.94,24.06,0.8
180,Hamam Soap,Oral Care,332.08,243,-0.93,80695.44,26.16,0.64
181,TRESemmé Conditioner,Cleaning,68.45,1351,-1.39,92475.95,24.93,0.74
182,Close Up Toothpaste,Laundry,294.46,349,-1.31,102766.54,21.03,0.85
183,Glow & Lovely,Beauty,283.7,310,-1.61,87947,11.29,0.79
184,Clinic Plus Shampoo,Beauty,365.21,252,-1.5,92032.92,15.02,0.8
185,Pond's Cream,Cleaning,195.56,518,-1.26,101300.08,8.83,0.93
186,Hamam Soap,Beverage,252.35,307,-0.47,77471.45,26.8,0.61
187,Pond's Cream,Beauty,374.2,262,-1.36,98040.4,22.42,0.8
188,Close Up Toothpaste,Cleaning,77.96,1233,-1.21,96124.68,20.17,0.8
189,Rin Detergent,Oral Care,181.17,609,-1.12,110332.53,28.36,0.86
190,Brooke Bond Tea,Beauty,63.03,1879,-1.24,118433.37,25.97,0.94
191,Lux Body Wash,Laundry,67.37,1731,-0.69,116617.47,26.75,0.92
192,Clinic Plus Shampoo,Cleaning,171.62,410,-1.2,70364.2,13.38,0.62
193,Sunsilk Shampoo,Cleaning,325.08,209,-1.13,67941.72,13.34,0.6
194,Close Up Toothpaste,Beauty,369.55,221,-1.86,81670.55,13.67,0.72
195,Dove Soap,Laundry,300.25,280,-1.43,84070,10.62,0.76
196,Rin Detergent,Beauty,87.03,1022,-1.43,88944.66,15.47,0.77
197,Lifebuoy Handwash,Cleaning,367.64,237,-1.5,87130.68,19.51,0.73
198,Hamam Soap,Beverage,385.21,195,-0.9,75115.95,15.37,0.65
199,Vim Bar,Beauty,52.43,2130,-1.54,111675.9,17.55,0.95
200,Rin Detergent,Beverage,304.98,280,-0.97,85394.4,27.45,0.67
201,Lakme Lipstick,Laundry,97.95,724,-0.69,70915.8,5.91,0.67
202,Lux Body Wash,Personal Care,44.97,2251,-1.72,101227.47,16.33,0.87
203,Brooke Bond Tea,Laundry,219.27,393,-1.44,86173.11,15.02,0.75
204,Clinic Plus Shampoo,Cleaning,89.13,1299,-1.26,115779.87,28.65,0.9
205,Pond's Cream,Beauty,161.86,516,-1.47,83519.76,21.1,0.69
206,Rin Detergent,Oral Care,79.34,1301,-1.11,103221.34,21.47,0.85
207,Sunsilk Shampoo,Laundry,30.3,2486,-1.18,75325.8,10.78,0.68
208,Brooke Bond Tea,Beverage,87.85,1048,-1.03,92066.8,10.95,0.83
209,Surf Excel,Laundry,57.79,1469,-1.15,84893.51,23.06,0.69
210,Close Up Toothpaste,Cleaning,170.93,535,-1.25,91447.55,10.12,0.83
211,Pepsodent,Laundry,131.4,729,-1.53,95790.6,5.33,0.91
212,Clinic Plus Shampoo,Personal Care,359.22,281,-1.15,100940.82,13.55,0.89
213,Axe Body Spray,Oral Care,118.58,737,-0.95,87393.46,19.76,0.73
214,Pepsodent,Personal Care,175.58,521,-1.78,91477.18,15.9,0.79
215,Clinic Plus Shampoo,Beverage,131.9,875,-0.81,115412.5,24.09,0.93
216,Clinic Plus Shampoo,Laundry,323.94,244,-1.21,79041.36,5.56,0.75
217,Dove Soap,Cleaning,122.1,782,-1.42,95482.2,20.84,0.79
218,Lakme Lipstick,Oral Care,337.27,329,-1.18,110961.83,18.14,0.94
219,Clinic Plus Shampoo,Laundry,85.24,866,-1.53,73817.84,5.46,0.7
220,Dove Soap,Cleaning,230.59,453,-1.19,104457.27,25.74,0.83
221,Glow & Lovely,Beverage,98.44,661,-0.68,65068.84,8.42,0.6
222,Lifebuoy Handwash,Personal Care,272.71,309,-1.19,84267.39,27.86,0.66
223,Sunsilk Shampoo,Laundry,179.13,481,-1.27,86161.53,17.97,0.73
224,Close Up Toothpaste,Oral Care,249.2,318,-1.06,79245.6,14.73,0.69
225,Fair & Lovely,Beauty,129.7,683,-1.29,88585.1,22.98,0.72
226,Close Up Toothpaste,Laundry,200.9,531,-1.55,106677.9,28.42,0.83
227,Hamam Soap,Beauty,298.38,241,-1.28,71909.58,5.78,0.68
228,Axe Body Spray,Beauty,39.54,2335,-1.7,92325.9,19.92,0.77
229,Axe Body Spray,Oral Care,147.01,637,-1.06,93645.37,7.66,0.87
230,Clinic Plus Shampoo,Oral Care,208.29,467,-1.17,97271.43,15.87,0.84
231,Vim Bar,Beverage,113.63,979,-1.22,111243.77,24.99,0.89
232,Lifebuoy Handwash,Laundry,244.29,321,-1.01,78417.09,7.29,0.73
233,Rin Detergent,Personal Care,368.58,227,-1.76,83667.66,28.76,0.65
234,Lifebuoy Handwash,Cleaning,225.92,497,-1.35,112282.24,23.31,0.91
235,Dove Soap,Laundry,326.49,311,-1.29,101538.39,22.31,0.83
236,Lakme Lipstick,Cleaning,205.98,428,-1.17,88159.44,29.69,0.68
237,Pepsodent,Laundry,378.74,198,-1.04,74990.52,22.64,0.61
238,Glow & Lovely,Beauty,32.9,2871,-1.37,94455.9,12.43,0.84
239,Vim Bar,Beauty,371.27,326,-1.17,121034.02,28.61,0.94
240,Lux Body Wash,Laundry,340.93,262,-1.22,89323.66,25.72,0.71
241,Glow & Lovely,Personal Care,34.06,2634,-1.71,89714.04,10.75,0.81
242,Glow & Lovely,Beauty,295.41,237,-1.14,70012.17,12.88,0.62
243,Clinic Plus Shampoo,Cleaning,225.01,442,-1.13,99454.42,12.97,0.88
244,Hamam Soap,Beverage,254.03,283,-0.94,71890.49,5.61,0.68
245,Hamam Soap,Beverage,350.64,221,-0.86,77491.44,26.87,0.61
246,Close Up Toothpaste,Beauty,323.54,334,-1.39,108062.36,13.77,0.95
247,Glow & Lovely,Cleaning,311.53,278,-1.12,86605.34,17,0.74
248,Pond's Cream,Beverage,393.95,255,-0.94,100457.25,15.44,0.87
249,Pepsodent,Oral Care,180.12,530,-1.16,95463.6,10.97,0.86
250,Lux Body Wash,Beverage,129.15,601,-1.16,77619.15,10.84,0.7
251,Fair & Lovely,Personal Care,36,2198,-1.89,79128,29.69,0.61
252,Hamam Soap,Laundry,278.27,315,-1.44,87655.05,28.75,0.68
253,Dove Soap,Beverage,318.81,228,-0.54,72688.68,15.44,0.63
254,Brooke Bond Tea,Laundry,83.47,1261,-1.33,105255.67,10.79,0.95
255,Hamam Soap,Oral Care,378.24,264,-1.41,99855.36,20.19,0.83
256,Sunsilk Shampoo,Oral Care,87.08,856,-1.09,74540.48,9.66,0.68
257,Surf Excel,Beauty,316.24,242,-1.47,76530.08,6.45,0.72
258,Lux Body Wash,Cleaning,308.13,297,-1.53,91514.61,8.85,0.84
259,Pond's Cream,Personal Care,330.02,228,-1.03,75244.56,10.6,0.68
260,Surf Excel,Personal Care,240.43,333,-1.31,80063.19,26.94,0.63
261,Sunsilk Shampoo,Oral Care,120.93,684,-0.99,82716.12,27.22,0.65
262,Hamam Soap,Laundry,229.33,316,-0.98,72468.28,15.21,0.63
263,Lifebuoy Handwash,Laundry,161.62,526,-1.37,85012.12,23.09,0.69
264,TRESemmé Conditioner,Oral Care,103.67,866,-1.1,89778.22,6.9,0.84
265,Lakme Lipstick,Beauty,343.46,262,-1.16,89986.52,17.01,0.77
266,Pears Face Wash,Oral Care,152.17,658,-1.03,100127.86,19.14,0.84
267,Dove Soap,Cleaning,121.47,936,-1.11,113695.92,24.94,0.91
268,Rin Detergent,Beverage,349.57,306,-0.92,106968.42,25.93,0.85
269,Lux Body Wash,Beverage,285.04,355,-1.13,101189.2,20.47,0.84
270,Rin Detergent,Personal Care,354.73,271,-1.4,96131.83,5.73,0.91
271,Lakme Lipstick,Cleaning,333.81,221,-1.44,73772.01,13.38,0.65
272,Rin Detergent,Cleaning,330.83,317,-1.2,104873.11,17.69,0.89
273,Wheel Detergent,Beverage,22.43,3758,-1,84291.94,20.42,0.7
274,Surf Excel,Oral Care,118.73,818,-1.08,97121.14,18.5,0.82
275,Axe Body Spray,Oral Care,316.34,251,-0.99,79401.34,24.03,0.64
276,Rin Detergent,Oral Care,149.91,702,-1.09,105236.82,28.3,0.82
277,Surf Excel,Cleaning,58.95,1928,-1.34,113655.6,22.2,0.93
278,Brooke Bond Tea,Cleaning,289.11,256,-1.38,74012.16,19.55,0.62
279,Lux Body Wash,Beverage,151.44,575,-0.93,87078,6.14,0.82
280,Rin Detergent,Beauty,29.34,2351,-1.51,68978.34,13.09,0.61
281,Lux Body Wash,Personal Care,205.68,516,-1.84,106130.88,22.08,0.87
282,Dove Soap,Laundry,398.91,219,-1.28,87361.29,16.28,0.75
283,Axe Body Spray,Oral Care,82.18,1310,-0.88,107655.8,22.34,0.88
284,Lakme Lipstick,Personal Care,123.84,817,-1.24,101177.28,8.78,0.93
285,Vim Bar,Beverage,184.29,583,-1.25,107441.07,15.49,0.93
286,Wheel Detergent,Cleaning,124.2,872,-0.97,108302.4,15.23,0.94
287,Pepsodent,Oral Care,359.76,209,-1.09,75189.84,10.33,0.68
288,Wheel Detergent,Laundry,160.04,657,-1.25,105146.28,16.83,0.9
289,Axe Body Spray,Beauty,387.91,216,-1.26,83788.56,26.72,0.66
290,Dove Soap,Personal Care,341.02,308,-1.36,105034.16,20.66,0.87
291,Clinic Plus Shampoo,Beverage,69.87,1118,-0.75,78114.66,28.02,0.61
292,Glow & Lovely,Beauty,202.98,341,-1.3,69216.18,8.13,0.64
293,Close Up Toothpaste,Beauty,280.51,294,-1.55,82469.94,10.01,0.75
294,Lifebuoy Handwash,Beauty,241.15,357,-1.4,86090.55,24.94,0.69
295,Brooke Bond Tea,Beverage,137.94,580,-1.03,80005.2,5.29,0.76
296,TRESemmé Conditioner,Beauty,202.38,449,-1.54,90868.62,12.29,0.81
297,TRESemmé Conditioner,Oral Care,284.09,394,-1.1,111931.46,24.5,0.9
298,Fair & Lovely,Beauty,59.87,1473,-1.51,88188.51,29.67,0.68
299,Pepsodent,Laundry,74.15,1251,-1.1,92761.65,20.45,0.77
300,TRESemmé Conditioner,Cleaning,23.71,3532,-0.94,83743.72,17.94,0.71
301,Glow & Lovely,Oral Care,53.39,1427,-1.14,76187.53,5.83,0.72
302,Pears Face Wash,Cleaning,70.43,1388,-1.45,97756.84,22.24,0.8
303,Clinic Plus Shampoo,Beauty,324.22,226,-1.34,73273.72,9.19,0.67
304,Brooke Bond Tea,Beauty,288.46,272,-1.56,78461.12,28.41,0.61
305,Lux Body Wash,Beauty,39.75,2439,-1.32,96950.25,22.73,0.79
306,Dove Soap,Oral Care,324.66,278,-0.96,90255.48,25.37,0.72
307,Pond's Cream,Cleaning,50.44,2141,-1.34,107992.04,18.69,0.91
308,TRESemmé Conditioner,Oral Care,264.56,363,-0.84,96035.28,23.29,0.78
309,Lifebuoy Handwash,Personal Care,51.02,1351,-1.71,68928.02,11.18,0.62
310,Glow & Lovely,Personal Care,320.09,305,-1.61,97627.45,17.45,0.83
311,Wheel Detergent,Laundry,231.04,407,-1.43,94033.28,10.71,0.85
312,Brooke Bond Tea,Beauty,278.49,239,-1.29,66559.11,5.77,0.63
313,Sunsilk Shampoo,Beauty,117.92,817,-1.21,96340.64,26.71,0.76
314,Hamam Soap,Beauty,181.69,453,-1.23,82305.57,14.28,0.72
315,Dove Soap,Laundry,395.31,195,-1.51,77085.45,26.68,0.61
316,Lux Body Wash,Beverage,295.6,330,-0.6,97548,26.84,0.77
317,Close Up Toothpaste,Cleaning,362.27,232,-1.14,84046.64,11.92,0.75
318,Fair & Lovely,Beverage,100.05,990,-0.96,99049.5,20.79,0.82
319,Lux Body Wash,Personal Care,298.58,268,-1.44,80019.44,22.9,0.65
320,Axe Body Spray,Cleaning,207.07,422,-1.36,87383.54,26.77,0.69
321,Lakme Lipstick,Beauty,189.22,470,-1.63,88933.4,13.98,0.78
322,Pond's Cream,Beverage,168.61,621,-0.94,104706.81,11.45,0.94
323,Close Up Toothpaste,Cleaning,269.56,328,-1.61,88415.68,24.34,0.71
324,Fair & Lovely,Cleaning,47.93,1625,-1.35,77886.25,17.99,0.66
325,Clinic Plus Shampoo,Beauty,148.06,696,-1.27,103049.76,15.77,0.89
326,Rin Detergent,Laundry,288.58,250,-1.48,72145,9.19,0.66
327,Lux Body Wash,Cleaning,33.94,3081,-1.06,104569.14,21.6,0.86
328,Lakme Lipstick,Beauty,326.15,311,-1.42,101432.65,26.71,0.8
329,TRESemmé Conditioner,Laundry,98.22,728,-1.19,71504.16,11.74,0.64
330,Wheel Detergent,Laundry,375.91,175,-1.34,65784.25,8.05,0.61
331,Close Up Toothpaste,Personal Care,191.84,547,-1.62,104936.48,12.9,0.93
332,Brooke Bond Tea,Laundry,76.37,1606,-1.2,122650.22,29.13,0.95
333,Pond's Cream,Beauty,21.88,5142,-1.43,112506.96,20.98,0.93
334,Axe Body Spray,Oral Care,215.93,434,-0.88,93713.62,21.67,0.77
335,TRESemmé Conditioner,Beverage,73.07,941,-1.19,68758.87,12.7,0.61
336,Pears Face Wash,Laundry,275.9,366,-1.07,100979.4,7.35,0.94
337,Rin Detergent,Cleaning,275.59,349,-1.19,96180.91,26.7,0.76
338,Axe Body Spray,Oral Care,338.48,335,-1.28,113390.8,22.08,0.93
339,Wheel Detergent,Personal Care,208.93,497,-1.59,103838.21,26.72,0.82
